id,listing_id,check_in_date,check_out_date
2713bf2f-1049-4a68-be31-17ee80a11345,a49c7ae9-a421-44bf-badb-dd77ab70eb1a,2020-03-15,2020-03-19
d694bfd8-a060-4d28-966a-ccd58e0defd9,41a6bc74-a6d0-49cb-b4ff-efbfbe5e458e,2019-12-11,2019-12-14
57287d77-1f87-44f5-8dc3-e30744ef9718,9e9b3ebe-8cc0-40cb-95f1-d5c148c55351,2020-01-31,2020-02-02
b72df111-dd97-48cc-af0d-9b85b8764404,6e7c0f60-c197-47c5-acaf-4d71d3e4b3f4,2020-05-18,2020-05-22
2fa39d41-71c0-4272-8df4-1b6825de1fb9,560fa9f0-6a65-41f7-8188-d9e4bc93111d,2020-06-19,2020-06-28
e9c58361-e291-4359-bfe4-ad89ddaf79a9,e6ab89ea-b74a-424b-8930-4a15a2f5d1c3,2020-04-02,2020-04-11
2944ff04-3912-4140-90a3-f00cab768be9,4e93cbe5-3f91-4f52-8d22-533f2798efc8,2019-10-03,2019-10-05
e29d9603-5ade-4652-9343-2e0134b1dbd6,1ff40b64-0825-45e7-aa46-ddb61cb91af7,2020-02-12,2020-02-14
edf85b55-7d1b-4b96-887a-bfde6511d29e,8f54832d-3443-4fa6-ad19-e267d7ef10b1,2020-01-03,2020-01-06
53bcf238-589e-49bf-81c5-f6fdd3f1af94,c7d363e1-62e7-4517-a2e3-e9b3ad65d148,2020-02-14,2020-02-16
9fdc4cb7-aeb4-4f2c-aecb-06b77c0346d2,4e93cbe5-3f91-4f52-8d22-533f2798efc8,2020-06-05,2020-06-07
04147492-6085-41ac-8d8b-67bea212432b,06cffbbb-4f28-4512-84e0-8cc33c5bd652,2019-12-13,2019-12-14
bc30e19a-8296-4991-bf66-2161ff64d906,06cffbbb-4f28-4512-84e0-8cc33c5bd652,2020-03-07,2020-03-17
fef2d983-bb72-4440-acd3-f2b093078401,560fa9f0-6a65-41f7-8188-d9e4bc93111d,2020-03-17,2020-03-18
13728733-7940-4bc6-8a50-379b2256a9f8,03d4a967-62af-4f28-8e01-254a873ed2bf,2020-04-02,2020-04-05
a16211f6-ff19-46c6-ab70-76b760b80241,71cce7f2-68a6-4abf-b8ab-e25c58fd9c31,2020-03-20,2020-03-22
95c4d7f1-75a3-4d94-aa4a-509a34b356af,2b461a8f-6a52-4250-843d-4d9c50231ea9,2020-02-11,2020-02-14
0ec84960-89ce-480c-9e10-6001ff9a1627,5e38487b-10d9-490b-abd4-cc9cd6b24aba,2020-02-21,2020-02-23
cf18e6a6-7382-4b70-8dba-58c39de5f097,87fbb2c7-01b9-4f8d-96e2-f994892c59ec,2020-04-10,2020-04-24
9d969ec9-66a1-4b45-819b-9b73bed8b87c,06cffbbb-4f28-4512-84e0-8cc33c5bd652,2020-02-04,2020-02-05
149cef6a-a355-4128-8e16-e877cf27659b,982438fa-1dba-47f9-9c63-6e265d8a48c0,2020-04-18,2020-04-21
7f0dc16c-6e0f-42ac-9281-f32fc9ab3546,dc934912-162f-4bcc-9c12-9049e1cc7ec3,2020-04-09,2020-04-14
26b76a78-d020-4c0c-8da7-32b960e75704,6c2056f1-68fe-448b-a21e-eadec61957fc,2020-06-01,2020-06-02
ee1eefc7-f630-413f-ae5b-9e918044bd9f,9be08671-e394-43aa-872b-84966f326f7b,2020-03-01,2020-03-06
1a21819b-d6d6-446a-890f-14e07820928a,fc9204e6-f325-4e07-a7d6-ca9aa10726d8,2020-02-25,2020-02-27
321e79a9-7199-47f5-b855-7eca2e59f4ed,df9da2ac-40cb-4534-b9f3-37d41a727a5c,2020-03-12,2020-03-17
940840c7-9203-4e1a-8d5c-044e21a82d37,6c2056f1-68fe-448b-a21e-eadec61957fc,2019-09-27,2019-09-28
d81f3b68-fffb-4f9f-8233-2e01c55e9e3b,41a6bc74-a6d0-49cb-b4ff-efbfbe5e458e,2019-07-14,2019-07-20
ebb9497e-8df5-48db-a2fa-954381db6030,289567a0-6af9-4e7f-b72d-8cf4887036f3,2019-10-03,2019-10-06
9abd17a6-5af0-44ad-a3f2-8f35b7ac911c,25eb44b1-6714-41ba-aca9-d126edce66d2,2020-03-03,2020-03-08
7aa26dca-568e-40a7-b797-3eb9481f2563,e23bad2c-34cf-4f08-80c4-35f8aea0d237,2020-04-13,2020-05-18
9273fa60-3339-4352-b4f8-dc158ed48435,6c2056f1-68fe-448b-a21e-eadec61957fc,2020-08-29,2020-09-01
3d938e65-49c0-45ef-a2a4-03d29dfc6628,46626886-74a1-473a-bd2a-8cae28b69f83,2020-02-12,2020-02-14
2ddbae54-3773-404a-aa6b-30f054cfa05f,b5b00ce0-1022-40c8-9564-0ca8f07136d8,2020-04-09,2020-04-16
9f66362a-e69a-4a0b-a6d5-dcc8a89b66d0,7ce52a3b-5f13-4ef4-914e-8d14fe06ca7f,2020-04-30,2020-05-15
2d10f222-ae5c-4268-aaa0-c53702196bee,b7506c54-b153-48e6-8e23-90f6a22daba1,2020-05-28,2020-06-03
ef134e04-0ad0-4b78-bf50-ff8937b54d72,53b622f6-7746-4818-bbcd-691481fa88bd,2019-09-11,2019-09-15
953b2b03-0bb6-4aa1-a2d4-3c750c969945,25eb44b1-6714-41ba-aca9-d126edce66d2,2020-05-17,2020-05-19
e9f56072-a2e6-49a1-b132-110bc4b4136a,41a6bc74-a6d0-49cb-b4ff-efbfbe5e458e,2019-07-17,2019-07-20
18a67acd-b7f7-474e-b9d1-a79db9403caf,646ecd6e-d943-4648-8576-ca460231aced,2020-01-26,2020-01-30
f88f612c-2d47-4b6c-a047-81efa23ccb60,869acbf8-a80d-47f9-96b3-3927882ae158,2020-03-18,2020-03-19
20a327d8-f7d9-49fe-a225-82d79969b6e8,87fbb2c7-01b9-4f8d-96e2-f994892c59ec,2020-04-02,2020-04-10
901f9e80-5926-4259-887b-8c0552b3968d,407aca13-5b59-46b6-b05c-28e15f70323d,2020-03-17,2020-03-20
518b56c3-7387-416a-b0fc-c3ad15e467b3,8f54832d-3443-4fa6-ad19-e267d7ef10b1,2020-04-28,2020-06-02
2531f40e-9671-4a69-a470-4bcfd5e7df3d,560fa9f0-6a65-41f7-8188-d9e4bc93111d,2020-06-01,2020-07-01
a7b020be-524c-4753-8827-5fb0be523976,560fa9f0-6a65-41f7-8188-d9e4bc93111d,2020-04-01,2020-04-02
1df0045a-80cd-46f3-b790-e852ac5c73f1,995101bc-7527-401d-b198-c620013728ac,2020-03-16,2020-03-18
010edd6e-9da5-4e33-9319-846238d6da7c,6c2056f1-68fe-448b-a21e-eadec61957fc,2020-02-28,2020-03-02
ac393db3-813c-41af-830f-a81c089a4d81,a49c7ae9-a421-44bf-badb-dd77ab70eb1a,2020-02-20,2020-02-22
707ea54d-8405-43e1-9515-513ba3de796e,982438fa-1dba-47f9-9c63-6e265d8a48c0,2020-04-01,2020-04-30
620c6bf8-4ad7-4ece-8739-dcce9c2cb111,6c2056f1-68fe-448b-a21e-eadec61957fc,2019-10-05,2019-10-09
d122f89d-0231-4a2c-aa4d-d7187ed65113,adaf19eb-e2c1-4bee-9d9d-bcf7051b04ab,2020-02-12,2020-02-15
24dde29b-e23d-4372-9b09-0a3a2ec3aed1,41a6bc74-a6d0-49cb-b4ff-efbfbe5e458e,2020-03-17,2020-03-18
00f93068-944a-49d5-a396-48aececdd924,dff6edf3-4090-4227-ab89-52726081695b,2020-09-06,2020-09-13
bdf9ee4b-bb8c-438f-a5cf-1bc70ad60809,25eb44b1-6714-41ba-aca9-d126edce66d2,2020-04-28,2020-05-03
943a2f4c-a5be-4a2c-9acd-bb5f07c53e1d,9e9b3ebe-8cc0-40cb-95f1-d5c148c55351,2020-02-09,2020-02-14
223d2e33-a40b-4b53-8a2e-6556bca9c0a3,6c2056f1-68fe-448b-a21e-eadec61957fc,2019-09-18,2019-09-19
6ed2307c-6071-495a-81b4-fe1d6b00b965,25eb44b1-6714-41ba-aca9-d126edce66d2,2020-04-02,2020-04-04
f6c5a5b0-a31e-44c5-a047-1e47196d893a,a49c7ae9-a421-44bf-badb-dd77ab70eb1a,2020-03-19,2020-03-20
6f70c9ab-2cf2-4731-9e84-1993bdd37407,3814e70d-185d-4325-834d-126331ef0d70,2020-03-09,2020-03-12
f5ecce1d-8618-482d-8cb3-11ca1237e0f2,2b461a8f-6a52-4250-843d-4d9c50231ea9,2019-09-15,2019-09-20
22a0cae3-e0bb-4fe9-9501-12f3e3079b2a,53b622f6-7746-4818-bbcd-691481fa88bd,2019-08-30,2019-09-03
ac12cf53-1764-45b0-91af-d2a6d8b562a2,dff6edf3-4090-4227-ab89-52726081695b,2020-03-12,2020-03-16
5cc0cb19-0193-42a4-93f0-64eb2597c7ba,e6ab89ea-b74a-424b-8930-4a15a2f5d1c3,2020-03-18,2020-03-22
6f6f05de-3675-47de-b33d-fded2ff3c892,7980e476-46fa-447b-8152-e77bd852df5f,2020-03-12,2020-03-13
51b61725-295e-4edd-b3cf-099c859a8b7c,df9da2ac-40cb-4534-b9f3-37d41a727a5c,2020-02-13,2020-02-17
677935e9-00a7-4c64-85f5-04611290e5ef,646ecd6e-d943-4648-8576-ca460231aced,2020-03-08,2020-03-09
d1329857-2586-4e89-a863-50181e1889d5,1ff40b64-0825-45e7-aa46-ddb61cb91af7,2020-02-18,2020-02-20
b4d8b272-4eac-4050-ab7f-71287e4819c0,46626886-74a1-473a-bd2a-8cae28b69f83,2020-03-12,2020-03-15
3a9e1cf5-fac9-414a-b570-3e05705438f8,03d4a967-62af-4f28-8e01-254a873ed2bf,2020-03-19,2020-03-25
ca7c29c7-b0e6-424f-8efb-cddb0f147b54,a49c7ae9-a421-44bf-badb-dd77ab70eb1a,2020-01-20,2020-01-24
4d693c07-a011-4331-9650-b66b7b3e2386,41a6bc74-a6d0-49cb-b4ff-efbfbe5e458e,2020-04-02,2020-04-07
8bcbda8b-3826-4c03-8cd1-2ff9743fd001,869acbf8-a80d-47f9-96b3-3927882ae158,2020-03-25,2020-03-26
ce210336-72e2-4ba1-b877-63d186363018,53b622f6-7746-4818-bbcd-691481fa88bd,2020-01-30,2020-02-03
d97675d9-4cd0-4107-bd94-94e770ef0574,92d52c31-2a36-408b-9a7a-815b497240f9,2020-04-30,2020-05-02
6a297e24-092d-4cee-9220-5d5ce38f1b96,03d4a967-62af-4f28-8e01-254a873ed2bf,2019-08-31,2019-09-02
e148ce42-e6ed-421e-82cf-e1314c16c52f,dc934912-162f-4bcc-9c12-9049e1cc7ec3,2020-05-16,2020-05-18
1fb73ce8-f735-49ea-97bf-16e9a16e6be6,4e93cbe5-3f91-4f52-8d22-533f2798efc8,2020-07-30,2020-08-03
6c2c5544-294b-40ee-b1a1-700b773416f0,b7506c54-b153-48e6-8e23-90f6a22daba1,2020-04-11,2020-04-13
33c35c67-1dd0-4df9-93e5-e0ff9496a9eb,25eb44b1-6714-41ba-aca9-d126edce66d2,2020-05-31,2020-06-02
66a8eb98-f55c-4a1d-9283-2a908b43a983,869acbf8-a80d-47f9-96b3-3927882ae158,2020-03-26,2020-03-27
9fbf3dba-6aa1-4a6a-a72f-9bd95436c187,08e43175-a270-4c64-a1af-0d9df8a8dbe9,2019-09-21,2019-09-23
937edd5e-7fef-44ee-a203-a0258093660e,87fbb2c7-01b9-4f8d-96e2-f994892c59ec,2020-04-10,2020-04-17
6e02cdd5-f42b-4124-ab75-38a9e55379f4,92d52c31-2a36-408b-9a7a-815b497240f9,2020-04-30,2020-05-02
b1756cf4-3968-41e7-a5c6-4bec3379897a,6ad13409-8761-4e04-928a-68514bff71e0,2020-08-14,2020-08-15
56c6abac-0b8a-4e43-af22-d118f6113d5c,27d0f0ea-0a76-472d-b3ae-f82fc258cbd9,2020-04-30,2020-05-03
84eee936-2efa-412a-ab26-413bde41702c,ef12322e-0cf1-496d-b849-d810e151c203,2020-04-08,2020-05-01
76c25c7b-3286-4546-89fc-678aec6fa267,46626886-74a1-473a-bd2a-8cae28b69f83,2019-11-27,2019-11-30
db2d2d4a-e64c-401f-8095-201e31f87b4f,fa378f2b-79ac-4273-b479-235609ad8a4c,2020-04-13,2020-04-21
75e88908-89f1-49b5-94e2-e8ca5507977a,9663b37d-f7d6-4bac-b60b-fdfbe8249dc3,2020-03-14,2020-03-18
68578f98-245e-4375-8bc8-caf5b858577d,1fc04213-280a-4afb-a6ce-f056f1f412c6,2020-02-15,2020-02-17
c0c31fa3-f6c3-45be-afc3-b30b44ab86ea,c7d363e1-62e7-4517-a2e3-e9b3ad65d148,2020-03-21,2020-03-27
ffe99aa5-acca-485b-bcfe-1eb187abb0d2,df9da2ac-40cb-4534-b9f3-37d41a727a5c,2020-01-31,2020-02-02
30a89051-bc0f-4f10-b3ef-ba48ac89a466,1449497c-faec-4000-956d-92e84f9fe78f,2020-03-13,2020-03-15
2d6568d8-a9e8-4eba-be47-87c18e621347,c579465a-c692-4dd9-a6e4-28c7cdffa299,2020-06-22,2020-06-23
df096fff-0d4d-4479-937d-449d37589dce,7ce52a3b-5f13-4ef4-914e-8d14fe06ca7f,2020-03-18,2020-03-21
86dabec6-13cb-4ec0-82a4-66e29f2c038e,6c2056f1-68fe-448b-a21e-eadec61957fc,2019-12-13,2019-12-14
58501504-8080-4d9a-a5d7-6703ae20e768,53b622f6-7746-4818-bbcd-691481fa88bd,2020-04-11,2020-04-16
665d432b-30ce-489c-9ebe-3d74e89a8f19,87b7749d-45d5-4efd-a58e-a2a8daef68d0,2020-02-28,2020-03-03
b610f48a-fc04-4ca3-8db8-13f214e14e5d,4e93cbe5-3f91-4f52-8d22-533f2798efc8,2020-06-18,2020-06-21
0284ef36-fbea-4051-ab3a-e1654c791c26,5e38487b-10d9-490b-abd4-cc9cd6b24aba,2020-06-02,2020-06-08
8829382e-ce82-468c-9416-9572b3711dde,03d4a967-62af-4f28-8e01-254a873ed2bf,2019-08-30,2019-08-31
8309338d-2c54-45fc-bd42-e5f3a3fbc7c6,a1288c45-909e-4acc-a03f-b660484ac85c,2020-04-10,2020-04-11
2c73313a-6f4d-4ac3-9d40-497202def680,d0ffd9fe-ec60-40dc-af9e-4bfe96c6e40d,2019-12-05,2019-12-09
ae9162c4-0bcf-4d2f-a7e4-9b7c46b76161,d2df415a-0798-4bd3-a336-03d0b29b6e41,2020-03-07,2020-03-10
a2b3ac6c-b688-47ef-b77a-fff95b490c59,ef12322e-0cf1-496d-b849-d810e151c203,2020-02-17,2020-02-19
fed3ba4f-f436-49f4-bd03-282dfd52ad29,101a8daf-2676-4cf5-9700-f63efc8cf5cd,2020-03-01,2020-03-06
ab3562dc-9eae-4f7b-be85-80493e6054ad,53b622f6-7746-4818-bbcd-691481fa88bd,2020-03-01,2020-03-07
8c74c1dd-1ad5-4a0c-ae19-e91ed653eb94,3814e70d-185d-4325-834d-126331ef0d70,2020-03-16,2020-03-18
4011bd02-0737-4eb9-a13d-4d7ee95a134b,df9da2ac-40cb-4534-b9f3-37d41a727a5c,2020-02-15,2020-02-17
f51c49f5-2fd1-41af-99ec-c4e828c3768d,7bb11f5b-fd3e-427f-96ec-7040fa3ad09f,2020-04-10,2020-07-14
01ec7f88-d194-4c0c-b673-844fb8c66534,25eb44b1-6714-41ba-aca9-d126edce66d2,2020-03-06,2020-03-08
d0b59de0-f0d9-4059-acd4-8acf4a609eff,982438fa-1dba-47f9-9c63-6e265d8a48c0,2020-03-20,2020-03-22
fbe17154-3f38-4dc3-84f0-ad19952db7b5,46626886-74a1-473a-bd2a-8cae28b69f83,2020-07-05,2020-07-10
48e9aa90-5865-40df-a839-8be10ee23630,d0ffd9fe-ec60-40dc-af9e-4bfe96c6e40d,2020-07-16,2020-07-20
10445334-452f-4f75-b5ab-230eaaea38d3,6ad13409-8761-4e04-928a-68514bff71e0,2020-03-13,2020-03-15
75a86b96-1f8f-4ce5-b75b-552a7cf58e5b,b8598c94-b766-4787-9ca5-9647813a7d8a,2020-02-06,2020-02-10
ac80933e-52b6-4f29-937d-e9d3e8dd94c1,982438fa-1dba-47f9-9c63-6e265d8a48c0,2019-08-31,2019-09-02
2de02233-8cc0-4ac9-9698-7102e11f7dc3,41a6bc74-a6d0-49cb-b4ff-efbfbe5e458e,2020-02-29,2020-03-05
3271a538-1ce9-4307-8ebe-ffe4605b722a,08e43175-a270-4c64-a1af-0d9df8a8dbe9,2020-02-14,2020-02-15
e63aa6b7-0534-4995-8c44-c2f1063caf34,d2df415a-0798-4bd3-a336-03d0b29b6e41,2020-04-02,2020-04-03
844fd24e-dbac-40c5-ac7a-eaef586a7b70,9e9b3ebe-8cc0-40cb-95f1-d5c148c55351,2020-04-13,2020-04-17
3db3e7cf-cce1-4603-9792-df0fc6df2331,de74abb8-73be-4f6d-abf5-0b491fc36b90,2020-03-17,2020-03-22
c89e09ef-e5a9-4c62-9597-50623223fa95,289567a0-6af9-4e7f-b72d-8cf4887036f3,2020-03-09,2020-03-13
